Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
"Ushers, Lobby Attendants, and Ticket Takers",9.7818,5.985,9.9104,5.7912,3.8453999999999997,5.4064000000000005,4.0832,3.8975999999999997,3.5088,7.1632,4.3357,7.6585,2.9256,5.28,4.83,6.1952,6.458800000000001,6.091799999999999,0.5375,5.076,0.6784,2.7664,3.4137999999999997,5.775,3.9903999999999997,8.0518,7.59,11.2852,9.0501,7.8319,8.7391,15.2036,5.3172,5.3456,6.909,3.9732,5.7798,2.884,4.1992,2.3664,3.9380000000000006
Amusement and Recreation Attendants,7.9334999999999996,7.128000000000001,8.2152,11.4816,2.9186999999999994,6.8476,8.2584,7.2696000000000005,4.7362,9.3072,9.904499999999999,8.16,4.8958,7.296,8.6147,10.716600000000001,11.793600000000001,3.4668000000000005,0.9627999999999999,6.6744,1.2948,2.4534,1.5864999999999998,6.3072,5.346500000000001,11.6844,8.0478,14.1525,9.6404,7.614000000000001,8.3122,21.4045,5.6316,6.354899999999999,9.0514,2.5864000000000003,7.8399,2.5476,4.7175,2.3874999999999997,3.1104000000000003
Costume Attendants,15.5958,10.9552,13.8168,8.58,8.1576,8.9804,9.0662,4.0392,5.7939,13.775999999999998,19.0376,9.980699999999999,5.193899999999999,7.2779,15.4336,12.8502,22.303600000000003,8.36,1.5655000000000001,4.608,3.045,4.4091,1.0804,6.5952,7.190600000000001,15.084000000000001,2.7885,15.989400000000002,9.601899999999999,0.754,9.685,1.6800000000000002,11.1531,7.278200000000001,7.1208,7.350199999999999,7.685,5.3340000000000005,4.3968,3.2834999999999996,7.236000000000001
"Locker Room, Coatroom, and Dressing Room Attendants",10.9134,6.2663,6.48,2.6332,1.3920000000000001,7.1775,2.6374999999999997,4.2136000000000005,1.53,5.9986999999999995,4.1528,4.4982,1.0211999999999999,1.8900000000000001,5.522399999999999,7.7,8.641100000000002,2.542,2.6108000000000002,1.1096,0.3596,1.7600000000000002,1.0494,0.938,1.7363,7.003,5.1414,16.8732,6.8309999999999995,1.69,6.8671999999999995,16.2212,5.853399999999999,3.4177,3.4560000000000004,2.2568,3.3136,1.7765,0.9939999999999999,1.4871999999999999,3.5100000000000002
Embalmers,14.2688,19.037999999999997,19.296300000000002,11.795,10.040799999999999,13.411200000000001,18.802,19.1092,9.62,20.726,13.308900000000001,18.04,8.7616,10.4876,14.985,14.2784,27.132999999999996,10.3005,10.4907,8.643,1.8368,4.937399999999999,1.9396999999999998,18.5661,6.4241,15.6238,17.325,18.432,25.753,5.9986999999999995,8.8416,16.730999999999998,11.016,6.1732,8.234399999999999,3.7136,6.7,4.036499999999999,9.2856,1.683,7.534400000000001
Funeral Attendants,19.403799999999997,16.3584,16.926000000000002,13.462499999999999,10.912,14.7287,12.5664,14.552999999999999,10.437999999999999,17.7012,12.48,13.816999999999998,10.2279,13.8345,16.515,14.256,19.1722,11.22,15.9197,9.7319,4.3260000000000005,6.555200000000001,4.8578,14.6685,11.3568,16.8732,18.3365,17.563,24.864,9.2367,15.585499999999998,23.273500000000002,14.3031,10.4912,14.157,10.6276,10.649999999999999,11.7124,11.792,5.8031999999999995,10.3796
"Morticians, Undertakers, and Funeral Arrangers",20.495300000000004,12.5904,16.49,8.161999999999999,8.525500000000001,14.450800000000001,16.078500000000002,16.83,9.837100000000001,17.3416,14.341999999999999,16.112,10.857,15.919199999999998,24.4572,10.0596,15.803199999999999,5.525,11.741000000000001,15.914000000000001,1.9779999999999998,4.897200000000001,2.8764,14.104,11.3826,14.2523,19.5139,23.767699999999998,23.9338,10.3766,18.942,27.102600000000002,16.442400000000003,10.028300000000002,16.1204,14.5061,14.07,19.284999999999997,15.7384,7.2090000000000005,13.7566
Barbers,8.5768,6.002999999999999,5.913600000000001,8.2006,4.920999999999999,10.464599999999999,8.195,9.216,5.734,13.254900000000001,17.266000000000002,12.7857,6.7328,9.392999999999999,6.93,12.628,12.730500000000001,8.8193,1.4304,0.8008000000000001,0.5,6.0032000000000005,6.5274,1.71,3.7681999999999998,4.394500000000001,10.740599999999999,19.7625,12.629,5.7204,7.2540000000000004,24.657600000000002,4.9948999999999995,4.4622,3.0368,2.5893,2.6852,4.6031,2.0707999999999998,2.0358,3.8402
"Hairdressers, Hairstylists, and Cosmetologists",10.0161,10.948,9.742799999999999,5.427300000000001,6.9552,5.544,5.8624,6.5095,8.67,15.5011,17.005200000000002,18.993,6.2275,12.704,16.2692,13.2271,12.2362,5.5552,3.5420000000000007,7.5520000000000005,3.2548000000000004,5.382,5.074,10.889100000000001,10.0426,12.1342,14.5248,17.711000000000002,16.899,16.5186,13.357800000000001,21.734299999999998,8.880300000000002,9.8192,12.1422,6.526,10.9816,12.050999999999998,7.155600000000001,5.473999999999999,6.35
"Makeup Artists, Theatrical and Performance",18.145999999999997,12.5195,12.423599999999999,6.2275,8.343,6.711599999999999,3.9919,4.8488,4.062600000000001,14.9382,24.581000000000003,20.7202,7.480200000000001,12.328000000000001,18.92,12.006,12.6295,2.6,0.4914,4.914,2.7243999999999997,1.2284,0.676,7.4333,5.780999999999999,15.247,6.3336,16.8296,9.7888,6.123600000000001,9.5481,8.61,11.3565,8.846400000000001,8.631499999999999,11.143500000000001,10.64,8.351700000000001,7.0418,4.3512,7.506
Manicurists and Pedicurists,4.655,1.8096,3.497,4.893000000000001,2.541,7.634200000000001,2.1168,3.4992000000000005,0.9659999999999999,3.6574999999999998,6.4079999999999995,6.5247,2.3674,4.532500000000001,5.7784,5.047000000000001,5.137600000000001,4.0275,1.7664,2.1,2.223,1.5488,2.0544000000000002,2.2624000000000004,3.0240000000000005,4.140000000000001,3.5784,12.416,7.217100000000001,4.8843,7.5851999999999995,11.385,4.4814,2.0475,3.4164,2.4562999999999997,4.6689,6.3504000000000005,1.9224,2.418,3.8701
Shampooers,7.2145,12.972,7.879300000000001,7.912800000000001,5.922,6.095,6.2472,4.3095,3.9283,8.151,8.062,9.9125,4.0869,7.360199999999999,9.643199999999998,9.7626,9.797999999999998,4.5276,1.309,1.68,2.0909999999999997,1.2053999999999998,2.0664,3.8843999999999994,5.9787,12.975,7.510999999999999,13.133999999999999,11.4372,8.58,8.9358,14.818999999999999,8.235,5.4587,8.664,6.5412,7.3152,5.3500000000000005,4.8024,4.237,4.24
Skincare Specialists,11.232000000000001,10.1728,7.4347,7.2136,4.843799999999999,5.765199999999999,4.6556,6.9335,5.7825,11.0466,14.802900000000001,12.862800000000002,2.993,8.642,8.9908,10.6908,16.0262,5.533499999999999,0.4928,2.2338,0.12840000000000001,0.7847,0.8778000000000001,3.6685999999999996,4.8224,4.858499999999999,6.463800000000001,18.1541,17.4336,13.9128,9.4503,24.111,8.937000000000001,5.7672,6.6203,2.7072,8.024000000000001,10.048000000000002,3.666,2.3807,1.9558
Baggage Porters and Bellhops,19.0322,14.4236,17.711000000000002,15.676700000000002,7.4146,12.2794,11.594,9.504000000000001,7.6504,13.785599999999999,8.4677,11.9652,6.502400000000001,12.876000000000001,11.857,18.142,26.97,14.671799999999998,16.0552,7.5129,2.3924999999999996,7.6032,2.413,11.5258,6.248,15.950999999999999,14.668,15.734399999999999,19.38,9.952,11.3403,24.2892,9.5734,11.1531,11.507799999999998,6.5905000000000005,11.912999999999998,11.2727,6.0228,4.743599999999999,7.0692
Concierges,21.481199999999998,10.1736,13.316099999999999,3.7449,4.687200000000001,11.5668,8.142,9.870000000000001,5.8500000000000005,15.3,14.022499999999999,16.7875,4.131,15.415999999999999,20.898,5.397,6.5687999999999995,1.7955,1.3527,14.673,0.6192,0.6192,1.837,8.575000000000001,6.6000000000000005,18.995200000000004,20.656399999999998,24.8911,17.589,8.151,13.792200000000001,19.274,13.14,9.735,12.75,12.351,15.488000000000001,9.295,13.895999999999999,7.0755,5.953500000000001
Tour Guides and Escorts,15.2703,7.182000000000001,15.8802,4.240600000000001,5.014,5.8968,8.379,5.764000000000001,4.3498,9.796800000000001,8.908199999999999,12.041400000000001,4.0828,8.149799999999999,6.1248,4.240200000000001,4.2355,1.3846,2.162,5.066800000000001,0.25760000000000005,0.516,0.949,6.3383,10.264800000000001,13.285400000000001,16.44,16.6662,7.2624,3.2255999999999996,4.154100000000001,20.7207,7.687400000000001,3.9498,9.4185,2.561,6.324,2.7782999999999998,2.5986,1.4178,1.8094000000000001
Travel Guides,22.532999999999998,18.2756,20.3696,7.5433,8.22,12.0714,11.0466,7.3728,6.2425,17.7506,18.172,14.636999999999999,10.4325,13.546399999999998,17.7822,11.9595,13.876499999999998,7.7283,7.6585,7.7268,1.5147,4.3888,2.8772999999999995,12.744499999999999,8.1795,11.6754,24.905199999999997,21.0231,15.215,12.6868,15.637899999999998,24.4398,8.181,9.51,13.140799999999999,6.7072,7.0200000000000005,6.3568,8.230500000000001,3.0876,8.7856
Childcare Workers,9.3699,10.7535,9.9962,7.1610000000000005,3.2283,7.783999999999999,5.8016,7.8864,4.1712,11.773,13.356,10.169699999999999,8.568,7.484400000000001,13.167,10.463199999999999,7.41,2.4564,1.1628,1.7557,0.40889999999999993,0.4794,0.2898,7.1008000000000004,5.4672,10.8192,6.9549,12.444,17.4723,2.4514,10.9782,9.1083,9.126600000000002,8.069799999999999,7.967,4.9051,6.4116,4.86,3.4185,2.0952,3.5568
Nannies,13.3408,11.186,11.0208,6.816,3.0784000000000002,6.136,6.1504,5.04,3.672,14.7056,14.744,11.764,4.6080000000000005,13.171199999999999,17.2224,14.6432,14.42,0.9384,4.7872,2.4156000000000004,0.5456,1.4352,1.7368,6.4,3.456,13.171199999999999,3.7840000000000003,21.0816,23.2288,3.28,13.5408,1.8816000000000002,9.088,3.7439999999999998,10.3368,6.513599999999999,10.512,5.7456,3.44,0.8448000000000001,8.831999999999999
Exercise Trainers and Group Fitness Instructors,13.475,7.2357,7.4796,4.998,2.5307999999999997,8.555,4.2705,6.7284,5.6792,10.659600000000001,16.764000000000003,16.4973,9.7295,11.3883,13.423199999999998,23.2132,15.593599999999999,4.9,0.8246,5.04,0.8643000000000001,2.2211,1.6,7.912800000000001,8.2908,11.2554,11.0889,20.6349,15.209999999999999,10.0166,7.859,19.6053,8.7025,4.1008000000000004,14.661,7.893599999999999,18.224999999999998,8.722999999999999,6.864400000000001,4.5796,5.6644
Recreation Workers,21.340799999999998,18.915399999999998,14.118,9.184,10.464599999999999,13.206,17.56,13.4545,11.6181,17.3052,20.4756,19.1565,12.982800000000001,20.468,22.2144,14.527,10.7712,4.6683,4.5136,12.352,1.8537000000000001,5.3351999999999995,4.0729,15.1177,11.7174,19.3158,15.234199999999998,20.440199999999997,16.138499999999997,9.7026,17.5764,15.5624,17.436300000000003,15.048,13.949599999999998,11.7174,13.868400000000001,13.8484,11.6739,10.6512,15.979999999999999
Residential Advisors,18.1596,18.4518,17.139200000000002,9.6678,7.385300000000001,10.270800000000001,12.3876,12.2535,9.7343,15.96,11.3202,12.3046,10.1378,13.2042,20.865299999999998,8.9856,9.4037,2.7714000000000003,5.129,11.8881,1.037,1.7429999999999999,2.2264,13.2834,8.112,17.4306,13.4365,22.924499999999995,24.2725,5.376,17.057000000000002,10.3406,15.963900000000002,12.0574,13.11,12.7652,13.272799999999998,9.752799999999999,14.1375,8.135499999999999,10.827499999999999
First-Line Supervisors of Retail Sales Workers,14.44,11.591,14.2486,5.4253,5.510400000000001,10.1752,8.6989,11.2852,11.0316,15.7593,7.7163,10.955,6.279,13.4848,14.489200000000002,7.251999999999999,10.788,4.787999999999999,1.4596,9.9144,0.4095,1.4256,1.3188,8.4075,7.6453999999999995,16.1968,15.707600000000001,18.288,10.327200000000001,13.447999999999999,17.6217,18.767999999999997,15.5448,13.0676,17.505200000000002,15.9278,17.505,8.6736,8.949,11.0572,7.6923
First-Line Supervisors of Non-Retail Sales Workers,20.586,14.595999999999998,17.248400000000004,7.073099999999999,8.9428,15.624000000000002,17.325,16.125,17.3882,23.179199999999998,12.719000000000001,16.921200000000002,17.417399999999997,17.509800000000002,19.275,4.839600000000001,6.015499999999999,8.149,4.6366000000000005,16.1075,0.938,2.261,4.095,13.735199999999999,11.1531,24.0839,15.0024,16.912499999999998,7.54,13.6896,16.1356,8.99,15.3242,15.284500000000001,16.419,21.8562,20.812000000000005,17.045,10.2399,11.753,10.9289
Cashiers,12.433499999999999,9.2064,14.8035,6.7784,5.3956,9.415,9.8631,8.7672,3.5447999999999995,8.396799999999999,5.5304,11.854099999999999,2.8841999999999994,6.017999999999999,10.305900000000001,8.4823,12.050999999999998,8.9642,1.8685,4.3511999999999995,1.5023,1.9136000000000002,1.7298000000000002,3.3024,5.101500000000001,10.934700000000001,11.814,17.9452,9.941600000000001,9.9034,8.9046,17.3213,8.5593,6.4386,10.2816,5.8254,7.896999999999999,4.5355,4.2822,1.2993999999999999,2.8615999999999997
Gambling Change Persons and Booth Cashiers,14.892,11.0143,10.2038,9.1104,5.602500000000001,10.460999999999999,14.8604,16.195,7.5718000000000005,14.88,4.772200000000001,13.09,4.048,7.3903,12.040500000000002,9.2708,9.2868,6.3279000000000005,2.1948,10.6596,5.4967,5.7505,5.949600000000001,10.37,8.093399999999999,16.200599999999998,8.0085,18.537300000000002,10.299199999999999,3.4452,14.7708,19.184000000000005,9.1485,7.841599999999999,10.089,8.5907,11.254,6.3675,6.670800000000001,2.7984999999999998,6.2944
Counter and Rental Clerks,11.1112,8.2998,10.415199999999999,9.508799999999999,6.418399999999999,9.483,13.899,6.9222,6.8904,12.818,8.5707,7.2036999999999995,6.5712,5.0760000000000005,10.8141,7.0488,11.3866,5.7722,9.575999999999999,11.433,3.8163999999999993,6.233,4.606,12.774600000000001,7.0599,12.9408,10.509,12.1476,8.6449,11.1232,10.143699999999999,19.5804,7.6665,5.6727,8.6961,5.486400000000001,8.9919,5.0635,5.176499999999999,3.4736,7.7517000000000005
Parts Salespersons,20.1432,17.1288,15.9744,7.4529,7.615299999999999,11.631100000000002,16.650000000000002,10.619000000000002,11.8614,17.4276,14.5418,17.5559,9.8262,14.0935,15.392000000000001,11.650999999999998,16.262,9.963099999999999,11.0103,19.8016,6.630800000000001,7.9948,9.2168,14.64,11.868,18.5255,22.016,18.3064,10.7514,15.719399999999998,16.8744,21.2288,14.2614,11.9448,13.43,11.1438,11.134,11.34,13.590499999999999,7.968899999999999,12.525800000000002
Retail Salespersons,15.6238,11.1888,10.512,6.0973,6.156,10.5144,8.773,5.5,7.205,11.2908,9.4556,12.78,6.768,5.252000000000001,9.3572,8.6688,13.3816,7.425000000000001,1.591,8.7192,0.9514,2.2935999999999996,2.7636,5.6511,6.279000000000001,11.205499999999999,7.1064,18.085099999999997,7.960499999999999,19.844,12.1785,22.890600000000003,7.6608,5.301,5.3856,4.1474,4.919599999999999,3.6386,4.4268,1.3188,2.0492
Advertising Sales Agents,17.172,11.0842,10.8177,2.1648,7.4796,9.81,13.741200000000001,9.455,10.251199999999999,17.110699999999998,20.515599999999996,17.316,11.454,14.003,21.8718,3.4694,2.0374999999999996,1.323,4.3263,14.1728,0.5625,0.1272,1.176,10.1924,6.8242,19.502000000000002,26.5736,22.871199999999995,5.3572,29.343600000000006,20.868999999999996,21.9905,8.0518,7.037999999999999,5.1212,4.508,6.219399999999999,11.0789,12.1068,2.4024,4.816800000000001
Insurance Sales Agents,15.798599999999999,9.6368,11.133799999999999,3.5189999999999997,5.042999999999999,10.642,12.1968,12.977800000000002,12.257599999999998,13.6324,12.801699999999999,13.629,11.2554,9.2414,15.8608,2.0916,2.2044,0.9928,3.0646,14.4724,1.1927999999999999,0.793,1.0073999999999999,9.137400000000001,7.5802,11.9098,10.075000000000001,19.200999999999997,4.161499999999999,16.922199999999997,10.298200000000001,13.5036,5.031,6.159599999999999,4.7736,4.3758,4.3672,6.4976,11.3864,2.096,3.5152
"Securities, Commodities, and Financial Services Sales Agents",18.788,11.165,14.985,1.7064000000000001,7.8279000000000005,13.872,18.319200000000002,16.948800000000002,17.667,18.0336,11.2218,19.4886,10.934,9.8072,18.7016,1.3932,0.6930000000000001,1.4535,1.0268000000000002,16.4424,0.3108000000000001,0.49979999999999997,0.5828,12.9591,13.5375,16.9015,17.2334,21.1923,3.5524999999999998,16.2255,13.061300000000001,12.4593,8.6388,6.8774,7.3815,6.758400000000001,8.325800000000001,10.148,10.872399999999999,2.3998,5.7798
Travel Agents,20.4744,7.4146,8.6881,3.6842,6.909,12.9311,17.8551,6.063000000000001,12.424999999999999,14.331799999999998,9.029399999999999,16.91,5.856300000000001,10.620000000000001,15.163900000000002,0.6432,1.7172000000000003,1.2816,1.1544,17.618,1.612,2.5245,2.0006999999999997,13.16,10.097999999999999,14.174999999999999,16.8354,16.230900000000002,5.568,15.679199999999998,12.6882,18.1522,8.5902,3.332,8.790000000000001,5.436599999999999,8.1482,7.803,12.8216,4.573200000000001,5.154599999999999
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",14.200800000000001,6.5,7.5336,2.646,3.5119,6.624,7.0656,6.8309999999999995,8.1744,10.5488,7.318499999999999,8.7843,8.0556,7.5225,16.426799999999997,1.8643,1.7864,1.4304,3.536,8.6674,0.4255,0.1391,0.26880000000000004,6.323200000000001,6.2475,14.6784,13.4205,23.160800000000002,4.6176,12.902399999999998,11.902800000000001,3.8552999999999997,6.2,4.6,4.367699999999999,1.8581999999999996,3.5422000000000002,7.811999999999999,7.047,1.7513999999999998,2.4966
Solar Sales Representatives and Assessors,16.6448,11.151,14.838999999999999,7.6986,9.8496,12.9618,11.964199999999998,11.3634,10.8731,16.9884,14.443800000000001,19.163199999999996,9.8192,8.6142,21.165,11.1972,5.9832,0.9372,3.444,12.512,9.722299999999999,2.574,2.6167000000000002,7.7616000000000005,6.3546,13.272799999999998,22.972299999999997,13.305600000000002,4.4091,23.187799999999996,11.7495,10.9962,8.8088,6.723000000000001,10.98,4.4197,6.0291,10.3683,8.3398,2.064,5.0752
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",17.2095,14.9076,16.131500000000003,1.8492,4.6943,7.4025,10.799999999999999,7.761399999999999,6.125800000000001,19.845,15.562800000000001,19.624000000000002,6.748799999999999,10.4208,17.5483,10.902000000000001,11.793600000000001,6.1488,12.24,12.942600000000002,0.9916,0.10500000000000001,0.10700000000000001,12.347999999999999,5.1857999999999995,18.99,12.765600000000001,20.1117,8.083000000000002,25.083199999999998,15.6282,14.402,7.4243999999999994,2.3871,4.6398,5.708500000000001,7.017600000000001,5.0589,8.9039,0.33349999999999996,6.4911
Demonstrators and Product Promoters,11.098,5.896000000000001,10.464599999999999,7.6616,6.2746,10.5747,4.8128,4.1832,6.16,12.5664,9.963099999999999,7.983300000000001,6.1697999999999995,4.5384,10.6107,7.8876,10.7184,4.7214,1.168,3.2724,2.2346999999999997,0.8699999999999999,1.295,4.788,5.6287,12.0396,15.995100000000003,19.540799999999997,5.7672,23.128,4.6272,23.320800000000002,6.1971,7.497999999999999,8.7188,3.7422000000000004,6.204000000000001,5.8464,3.9128000000000003,3.2184000000000004,2.94
Models,5.1888,2.4534,1.8145999999999998,1.1147,0.5750000000000001,2.208,2.257,1.305,0.42840000000000006,3.2238,13.4816,3.1518,1.5750000000000002,6.296400000000001,7.101,22.7259,6.0226999999999995,0.5418,0.35280000000000006,0.9935999999999999,0.5367999999999999,0.4356,0.4356,2.8023999999999996,1.6008,4.718999999999999,1.9371999999999998,11.628800000000002,2.7302,1.6926,2.176,6.2475,2.318,1.2225,1.4687999999999999,1.0728,0.7581,1.9023999999999996,2.304,0.6681,0.5704
Real Estate Brokers,19.447200000000002,9.504000000000001,11.2875,5.44,8.052,11.6963,13.5415,11.680800000000001,15.820200000000003,14.775,14.3232,20.758,9.305800000000001,10.290000000000001,17.2593,1.8144000000000002,1.9992,1.7576,3.6837999999999993,12.674999999999999,0.5805,0.32130000000000003,1.552,13.314400000000001,7.5802,14.3317,15.349499999999999,21.902400000000004,6.3252,16.253999999999998,16.1321,13.1238,9.541699999999999,5.6296,8.1189,6.474000000000001,9.5238,10.3683,14.858,4.767,8.4862
Real Estate Sales Agents,21.285,11.946,13.0302,7.5609,5.712,11.872,13.317,11.998999999999999,14.665000000000001,21.141,16.5165,20.4606,13.356,16.195,23.134,7.1655,4.2,1.904,9.176,15.312000000000001,1.8445,1.6800000000000002,2.17,11.826,11.932,19.4425,21.715,24.508000000000003,12.583599999999999,22.747,27.0165,19.782,14.349999999999998,13.09,11.2812,10.325000000000001,12.782,16.335,14.52,6.966000000000001,8.68
Sales Engineers,20.196,5.396599999999999,17.8925,2.8175000000000003,16.28,11.466,13.932900000000002,14.2628,14.519499999999999,17.902500000000003,16.985,18.6147,12.3825,7.742999999999999,17.714399999999998,1.9096,2.0021999999999998,2.397,1.5652,17.8075,5.7311,1.9118,1.9569999999999999,11.946,13.748399999999998,19.6416,21.889200000000002,19.12,2.9,22.982400000000002,10.0165,7.847699999999999,6.701699999999999,5.8031999999999995,13.827599999999999,6.465999999999999,8.3058,16.2272,8.008,1.7871000000000004,3.1293
Telemarketers,20.831999999999997,11.469600000000002,17.44,4.7304,5.691,10.176000000000002,17.8704,13.4212,16.383,18.089999999999996,14.443200000000001,21.0168,14.4624,10.1232,16.744,0.6288,4.0,3.4175999999999997,1.001,13.4292,1.1119999999999999,1.4040000000000001,2.2680000000000002,12.096,12.2491,19.7028,21.854000000000003,18.8726,14.504,27.8875,16.5375,8.94,6.822600000000001,6.8382,8.092,7.4496,4.862,9.604,6.885,0.3172,2.3379999999999996
